index,gamma
159,1.7635511168983382
160,2.139718380056824
161,0.4329225116933464
162,0.5859868371213498
163,0.9767840462164701
164,0.5453542124742551
165,0.4477858652941347
166,0.40475433776789344
167,3.0307960589599476
168,1.3252534363130366
169,1.198447226227368
170,0.011285868731073689
171,1.7887086495799738
172,1.1995443190512103
173,0.9687964575393352
174,1.6347569848101118
175,0.18841457095027825
176,0.6935873506050683
177,0.2831735888109493
178,6.714221553261743
179,0.021025434541485487
180,0.307890122769224
181,3.2523876463310954
182,0.360945085365169
183,2.034122177896569
184,2.371487194321245
185,0.2644072760891806
186,0.14356460664653797
187,1.2365041488017579
188,1.511672294518441
189,2.576926345040099
190,1.4195780684438928
191,0.32507993389942097
192,0.45809768159217035
193,1.1965486465470156
194,0.5749963654202427
195,0.47002001562468565
196,1.1783855243586212
197,0.0706988001171801
198,1.1685020502505796
199,0.6301990815100144
200,0.7011389154415837
201,0.08187656288935795
202,0.6740188804824768
203,0.07310407972300101
204,0.43132237657683087
205,0.6848713939689935
206,0.14023691616537665
207,3.3659172360111334
208,0.13516242233625617
209,4.794544306747409
210,0.5453903868843148
211,0.9526745672454802
212,0.4941703770230085
213,0.0980688701982263
214,0.33369038939236295
215,0.6466660032144587
216,1.1862183478170918
217,0.6600676264486969
218,0.19732713992511056
219,0.307129758575914
220,0.2580620648401345
221,0.7628774443100556
222,0.042245044084448215
223,3.782092441361632
224,0.6371920720016441
225,1.2042734936156987
226,0.16118530098716652
227,0.9039975892436803
228,0.09563323122631608
229,0.9054945970622178
230,0.2821245596201993
231,0.17468727111389107
232,0.710795558195438
233,2.1467228734176427
234,0.2716218207050928
235,0.15083640173646565
236,0.17097286652833943
237,0.2702726737234489
238,1.0323548174728272
239,0.12037494200571935
240,2.5246294277327093
241,0.5755622332760897
242,0.1334371829545064
243,0.6300556205631485
244,0.6124570085318902
245,0.4186284976416758
246,1.4454135368427639
247,0.2934336001553767
248,1.923834408708644
249,1.156218874276862
250,0.08999142954652008
251,2.0443155879839447
252,2.219776857166467
253,2.634730552757909
254,1.0478793647663402
255,0.8501930955388544
256,1.5513934040379316
257,0.02232187548809577
258,1.6571899238642822
259,1.1274773996369816
260,2.0000375168187383
261,0.2848912986694869
262,0.04681041920291274
263,0.5724265660626182
264,0.2867009866381433
265,0.7140415891603713
266,1.0300590279129558
267,1.3676492313373587
268,1.033438886119301
269,0.46559404122699294
270,3.3284885660921253
271,0.5894390623559832
272,1.524437550444401
273,0.30258462752386656
274,2.7052653340391903
275,0.7642827313087217
276,0.8055871727865488
277,0.6273254857400151
278,1.1223664892449157
279,3.6769775921845698
280,0.2310965549259205
281,0.7512193668515494
282,0.19110467808488169
283,0.37538810271970824
284,0.04333856802092029
285,0.02082953510484347
286,1.3902255692103103
287,0.1918626016337113
288,1.5235652023867965
289,0.024205134258959975
290,3.470168355699418
291,0.18235704275654888
292,0.4966734551416361
293,1.4638218229031201
294,2.3662287726829243
295,0.1210554233666746
296,0.8946541290710975
297,0.42028481624928954
298,0.1867162275208845
299,0.2942298283879259
300,1.7934806715345628
301,0.549021147152448
302,0.026374579597366204
303,0.9360863905054732
304,1.502515625598619
305,2.3099310851295325
306,0.07995452231990265
307,2.7412550061731022
308,1.5007237393634623
309,0.02084105555693403
310,0.6602196617967366
311,4.337015165150525
312,0.6428315865885688
313,0.6203362392374753
314,1.4452751515200357
315,0.2361915572893499
316,0.9581620591666054
317,0.9844333840732312
318,0.9925720546005994
319,0.649261123940367
320,4.297186769729342
321,0.2404247092668829
322,2.106779071337319
323,0.9607348748259004
324,0.17583716078759754
325,0.24145161686960126
326,0.05418694205838838
327,0.020635297498833867
328,0.4438750817615696
329,2.980577594902913
330,1.1320459348639775
331,0.6117640808073791
332,0.1254137976431407
333,0.1098301969366493
334,1.6433547600696772
335,0.25344515417663327
336,0.5308982240901571
337,0.38374811898889993
338,4.122824102810534
339,0.314560314625951
340,0.9032778216236211
341,3.741019515280383
342,2.7084089118713073
343,1.8622821943571146
344,1.6268981972845562
345,1.2950893199728921
346,0.8256175928337162
347,0.1954263389004939
348,0.10286563555707752
349,0.4119610184111814
350,0.24885529299463535
351,3.163443000445741
352,1.4126399210997658
353,0.24990950411246426
354,0.30088764954805597
355,0.822768452917443
356,1.0255152946781725
357,1.7765188127668698
358,0.9339838944952403
359,2.653065844704037
360,0.3536811211179778
361,0.6936997786655229
362,0.8602021908878397
363,0.019550133613250913
364,3.6826944318102126
365,0.523666725551934
366,0.2523238319342566
367,2.99041061662438
368,0.537869942982982
369,0.013246616083998238
370,0.4286305725920963
371,2.25188992109251
372,2.064565924589197
373,0.36171979933757986
374,3.097849284322962
375,0.9717673460930814
376,0.3208074397689398
377,0.5598568869285779
378,2.8135588204052833
379,0.41615261479015725
380,0.0227554858836369
381,1.7749182437477624
382,0.48766844742091453
383,2.523889304002363
384,0.9634610288653626
385,0.547591691339836
386,0.16368931643463192
387,1.0620341348647317
388,0.43830365531312615
389,2.071230471755359
390,1.0599705206715566
391,0.7012206728661218
392,0.17473923862757607
393,0.4218703545792045
394,0.8372815107035515
395,0.23450788275655463
396,0.2089147150618681
397,0.3118922229692949
398,1.2563776065099836
399,0.7159379047519001
400,0.3064467919916015
401,0.21766442665198013
402,1.668703594673412
403,4.225733772358857
404,0.8835866061810551
405,2.906882552860302
406,0.6805451088928546
407,0.25062370330740685
408,0.6629368713230741
409,0.4521523835232377
410,0.4619521200700303
411,0.7764543001925526
412,0.04254622394226299
413,1.159055667382361
414,0.2517010688775991
415,2.403931347413363
416,0.21683142310818748
417,1.9781992157349864
418,0.554364689933587
419,1.4993343704725488
420,2.420394758078262
421,0.31981374862781115
422,0.3190663560300478
423,1.3214028484929787
424,0.19781997295619894
425,0.5057374449515719
426,2.1426328051791246
427,0.4128856572975808
428,1.5334633955057329
429,0.5791940726872408
430,4.209727826341604
431,0.31429973974240205
432,1.4788597322885093
433,0.6187610198729141
434,0.2667533380179312
435,0.31441436609961865
436,0.9856414737436594
437,0.6270353720675788
438,0.7515693895028944
439,0.13992588802850855
440,0.7562824221102054
441,0.32487815464599595
442,1.2345708001808415
443,0.44319458683044516
444,0.48716391871838644
445,0.6011683817084889
446,0.8717278480203065
447,0.004728908430459196
448,0.18455567500481507
449,2.6421156207355962
450,3.7711353058295107
451,0.31823093754894505
452,0.23996790035907556
453,0.7275327949205114
454,0.24380089494134446
455,0.48286233404699713
456,0.24315316378946575
457,0.9549314698284624
458,1.18921239568631
459,0.37265999737100297
460,0.20964049717315522
461,0.2651952576859833
462,1.6790161440646967
463,1.4117396716670487
464,0.9759746267740737
465,2.279123984719008
466,0.3583357481167358
467,0.02493048288134582
468,0.3381027802392982
469,1.0709323961197532
470,2.460173688241355
471,2.2410030823497356
472,0.10567850710599512
473,9.962543527130991
474,1.9280003679225017
475,0.5892824724671647
476,0.26733294639025984
477,0.40390397256448984
478,1.3191950970688766
479,3.8928970468632214
480,1.4874695051393008
481,1.3185776925941792
482,4.423274546362787
483,0.46196746966264185
484,2.5897184185057918
485,1.1991619368054665
486,1.3335324576695256
487,5.010269545286339
488,0.10512600346821208
489,0.7837748101221671
490,2.159787675823436
491,0.22226678782718182
492,1.1490426858128324
493,0.4536705820870481
494,0.8918896827094841
495,0.6023355868298957
496,0.09318808077223277
497,0.3946910058001538
498,2.689530709754757
499,0.41469334720831885
500,6.12465851704267
501,0.17663112309877102
502,0.07579292232310184
503,2.2084035912447244
504,0.5383391507803086
505,0.24736015007346446
506,0.013832191077333843
507,0.03131356147144762
508,0.2858403658180023
509,0.01271883586407407
510,0.014022990920106304
511,0.9320919931058319
512,1.3276134058519633
513,0.4215053500912606
514,0.35019693179034966
515,1.3942524500014852
516,0.2636776989563489
517,7.27543580234582
518,0.5933154365925847
519,1.5670852378569216
520,0.7067824417849188
521,1.75486504014988
522,0.029470828238870372
523,2.222337482422663
524,0.21442094411025864
525,1.3874298037823822
526,1.2176303042267387
527,1.2129662533937084
528,0.9342325355234445
529,1.3188365620918892
530,1.0547400737748303
531,2.582598333722239
532,0.3978918302422007
533,0.5224517760262334
534,0.19181313093125196
535,0.1741276929895776
536,0.685547164318525
537,1.4422468323533897
538,2.996275882062532
539,2.2764555250668916
540,0.8040689492532954
541,0.36534354717732254
542,2.0322235817959204
543,0.623432284781763
544,1.4507346203770386
545,0.2857963030633185
546,0.5908103070556944
547,1.1085931709269619
548,0.055511390537658425
549,0.9161200311885649
550,0.8008052649878671
551,2.0880354184973484
552,1.2271134438729119
553,0.32918291470816347
554,0.21306333617070286
555,0.9846927770256202
556,0.8471285307842794
557,0.7895619234772432
558,0.9037978798634867
559,1.1590797959056984
560,2.2275290997244315
561,0.18988552555555593
562,0.274331982745209
563,0.6484976114746257
564,0.29459860497240103
565,1.848592861681958
566,1.4786580163552097
567,3.493734286355456
568,0.8121983186865193
569,1.8635819591069893
570,0.6822301334976832
571,0.7803424704370998
572,1.2019090211884922
573,1.6384378589922293
574,0.724228638253926
575,1.9520124131580592
576,1.9124137686993417
577,0.023618358765552055
578,1.166313683690751
579,0.08998467402617319
580,0.223222226021692
581,0.2007393729943349
582,0.5347786124397786
583,1.0733741480542454
584,0.2111750363679609
585,0.3036702243261331
586,0.25220072759142437
587,0.01680075546224436
588,1.4714651829611114
589,0.039478392090630414
590,1.0276276054162068
591,0.004472543773469138
592,0.24137194244409624
593,1.189458845210657
594,1.147449222518865
595,2.833171578515137
596,1.2611689781361881
597,1.8912002558587109
598,1.0819164129088665
599,0.14614389833784158
600,0.5439005739976364
601,0.16333676386917242
602,1.9225462526154755
603,0.0026643624525484674
604,0.05005799275730574
605,0.016623246702649936
606,0.07838683714603505
607,0.11975132798805081
608,1.1919101224646693
609,0.7815809416794344
610,4.210850742380728
611,1.8379378708553904
612,0.9472410821497538
613,1.1350824314961583
614,0.16358673130911483
615,1.4086797090758998
616,2.082429450546707
617,0.5491436177197223
618,1.263784531225444
619,0.6936978459141993
620,0.357645158982783
621,0.9455831758185774
622,1.5967476039273205
623,3.8834177690490326
624,0.1370534896966397
625,0.9045404127776795
626,0.9758962654152636
627,1.0515513179510587
628,0.18009445279423797
629,1.5223845514223429
630,0.3426567732110075
631,0.5792584612430969
632,5.030145414478339
633,0.8359706163725468
634,1.0390629576795711
635,0.19767878944400738
636,3.3303904269141493
637,0.5993878260629438
638,0.8426280371059526
639,1.5383541823659668
640,0.10301030823852715
641,0.5147114476831741
642,3.326420990101095
643,2.263079515757956
644,0.7526517496339301
645,0.37472334714966066
646,0.8517355164771203
647,0.08664519116757873
648,0.0622378216897052
649,0.276672097394111
650,2.3729119678858144
651,0.7902905827016883
652,1.3973812567635453
653,0.6051494588298251
654,0.005376512556567617
655,0.43683882238282357
656,6.545171132190366
657,0.5130574962375442
658,0.11710074287259484
659,1.2267632204622092
660,0.3632971172114159
661,0.8629917982955747
662,1.0094872468205291
663,2.197315125142363
664,2.699645764367907
665,0.217001558036513
666,2.312044291891506
667,1.970377951649275
668,1.8811534455835315
669,1.0254880340822163
670,5.088847454082271
671,0.310889261282671
672,0.2918109383292006
673,2.393195524647544
674,0.06835870505003923
675,0.4242254334678717
676,0.5926249987258281
677,0.5072470135847533
678,0.046062827730678296
679,0.41979046837294987
680,2.7307072707033586
681,0.8065775821441398
682,0.14855061531590388
683,0.4169924589446376
684,0.4575516032207261
685,2.030667924713505
686,0.39694708318314603
687,2.438967133586602
688,1.6274803472218056
689,2.4907062970912675
690,1.7617553617059767
691,0.5263575993566423
692,0.7875173209802758
693,2.7956348965519213
694,1.167633294549107
695,0.6389975985947384
696,0.34429039584025156
697,0.0797694911602123
698,2.2985131555391347
699,0.1283181832445844
700,0.7861444179538598
701,2.1549685186887215
702,2.7067394908775193
703,1.4797052540309161
704,0.40979269196669965
705,0.6077049937893272
706,0.15278310543485368
707,2.1372006974591073
708,0.22421824538701152
709,0.2172206669473844
710,0.2576630960168837
711,6.52428040338229
712,1.8813736131325673
713,0.02570510584614683
714,0.5915439364356008
715,0.07053386836478921
716,1.050713974714632
717,2.0295612624955317
718,1.5404608739869357
719,0.15928309806507374
720,0.7205901589927632
721,0.1327454020407145
722,0.7741982654586975
723,0.39899941741802314
724,0.20558182287628793
725,0.5054884207457754
726,0.8346415000175363
727,2.2946905243885456
728,0.7082642098093608
729,0.24343054505587067
730,2.237279679942414
731,0.4412337239199807
732,0.3988967728955909
733,0.07605573318242483
734,1.3377501679738535
735,0.14034832386499366
736,0.7504749014518325
737,0.5596320199144436
738,0.9905580747080973
739,0.8068348929045783
740,2.9271358187691567
741,0.04216623237789967
742,2.8291420574733626
743,0.5236636522113339
744,0.23278653957191373
745,0.208453692697218
746,0.8823784238995142
747,0.09962986966125877
748,0.6367456481797537
749,0.354316889391543
750,1.0176348273144793
751,1.6579032786243668
752,0.8344527543323149
753,2.1926290151964025
754,0.9284161275840243
755,1.0979473753554223
756,1.0301990459049266
757,0.3077186402910198
758,0.10310376175152466
759,0.5935343610011447
760,0.2338193463370325
761,0.796306925017888
762,0.6543482565079956
763,0.1975420444177704
764,0.6602037877857362
765,2.139590802679852
766,0.5111491657607445
767,0.6796189414351541
768,0.4120685103808255
769,1.418136393970608
770,0.5379671206833951
771,1.4499665324055888
772,0.3145154675767508
773,0.6401483832975278
774,0.2913102059747772
775,0.02229778829062103
776,1.6280715839033915
777,0.240794745346059
778,2.113597283162593
779,0.30797805659503125
780,0.028525334187165356
781,1.2321366689306212
782,0.16588658262116254
783,0.7807025284846298
784,3.351122578291255
785,0.5544099402120444
786,0.17663790187930686
787,1.3036274840753521
788,0.04339311568219998
789,0.9165044585493828
790,1.306245427814406
791,1.0635864763421201
792,0.08921172404544045
793,1.743317630040125
794,0.25318225815837453
795,1.8017688405973789
796,1.3034789508205615
797,0.2224863966514183
798,1.9776942944464404
799,0.002288973636868093
800,1.5033040053426556
801,0.4574196656712059
802,3.525166531721579
803,0.053455650967549936
804,0.5112279912653775
805,0.3027565134669647
806,2.0489052337989464
807,1.6860246296408166
808,0.18566336657848542
809,0.15297495090544325
810,2.2187934948921013
811,0.2420952044780258
812,0.6943503285641975
813,0.33570380226049723
814,2.602868594458936
815,0.3826904376427186
816,2.556100957483057
817,1.9326238832345217
818,0.4805982582613996
819,0.2499249767289723
820,0.44135455175409694
821,0.33331691751675835
822,0.7317856371945578
823,1.8076616421540141
824,0.4144985271074241
825,0.7079276231829658
826,0.3516212300745689
827,2.0099937092076336
828,1.4131431934391694
829,1.1350949431034292
830,0.9299197736505331
831,0.003499691819976004
832,2.3746079347076288
833,0.009937342900697406
834,0.2797829181283599
835,0.030852545154595023
836,1.9422384688769077
837,0.4471790101681305
838,0.056209926008858435
839,3.811199887190712
840,1.0976946970408872
841,1.105232804148073
842,2.545474861942705
843,2.039133934822211
844,1.5785608233899755
845,3.112951434199616
846,0.7602926524313252
847,0.061246186451050684
848,0.18000563442763876
849,0.4606883717620789
850,0.05677196336400592
851,0.2889571880407385
852,0.2278203519911969
853,0.5196321701150536
854,0.18892780209616936
855,0.1220103468667103
856,2.2166910722603923
857,0.15359004982173718
858,0.2923593991013611
859,0.6126587790009058
860,0.21614130937766188
861,0.974285178355977
862,2.0697578718162277
863,0.6247733551546538
864,0.20092728129226797
865,4.4233761507050104
866,0.9080555766407571
867,0.17516550305314713
868,1.6547819903808008
869,0.6473811158170163
870,0.9197374272273785
871,0.6759182318222444
872,0.2217736908527469
873,0.14526372681075203
874,0.06471164083711374
875,1.814602330819373
876,1.207950257698962
877,0.7832257089281772
878,0.011544516671231384
879,1.6829073812024977
880,0.05970962822506348
881,0.748654774209013
882,1.3679171794170215
883,0.5409287609031584
884,0.33927972256040334
885,0.9104122003782128
886,0.5218261118805543
887,0.5511651065918042
888,0.44596898935560375
889,1.323876786541398
890,1.3401786860742877
891,0.9992177120570905
892,0.5553622116452742
893,0.19148771649681973
894,0.03979173485348966
895,0.5194314587171365
896,1.874158683325773
897,1.4272516809023545
898,0.7379418992682232
899,1.3994984156185655
900,0.28349831101263073
901,1.234632603501449
902,1.0957434280034117
903,1.0015665832772955
904,1.4311269277353498
905,0.6205774446451183
906,1.7380413841626086
907,1.348563410586565
908,0.9289278360794888
909,0.0463609868285481
910,0.08987547084230972
911,0.7631028561685135
912,7.562770231935032
913,3.1108779805617655
914,0.33321329621757373
915,0.8472734017087464
916,0.1014245808497421
917,0.6341173216538896
918,0.9791891638126673
919,0.46206256821757274
920,0.43519297293339604
921,0.19415490290587759
922,0.17839847902567144
923,0.24095731973642903
924,0.4030093572169646
925,0.23935031853937727
926,0.5857782184922816
927,1.6808546040897847
928,0.10239593145420545
929,1.0609151900868257
930,1.2576109987960244
931,0.09420923849279535
932,0.5530025582095297
933,2.661008567117822
934,0.36105442745842026
935,0.2611511086904206
936,1.6758875547085301
937,0.5284635619823367
938,0.5735000991329667
939,0.38372258988492075
940,1.8008744606151688
941,2.4139560537035916
942,0.933726450608849
943,0.2466554728585802
944,1.264175018609967
945,0.5769367612517585
946,0.6153981567239052
947,0.08119039762691377
948,1.006359006855634
949,2.462492285768911
950,0.6463914778610569
951,0.5627363558217738
952,0.012670031485365751
953,0.2868803453279201
954,1.8032788354612403
955,0.1577086541940687
956,0.689944077060902
957,1.7374035131601935
958,2.6874278986747395
959,0.23064829744532045
960,0.13702933823042357
961,0.7719032839423611
962,1.3637827408975605
963,0.568569743478205
964,0.18366438983956734
965,0.25243819276239937
966,0.19802423988265472
967,0.2028945064952157
968,1.4140912870042504
969,0.2417998387389785
970,0.11177431501901462
971,2.5901206826601646
972,0.09777100658353045
973,0.02569691400471138
974,0.39541284261889503
975,0.5312363315139478
976,0.9181616144631315
977,1.2351007276162664
978,0.047217704254688714
979,1.2190902345324202
980,1.3697226693843532
981,0.03194314405869984
982,0.486571611789348
983,1.2128975358563745
984,0.20592498196980444
985,0.21215920049995957
986,0.5252394241944448
987,2.0340358604845283
988,0.0017961773098702396
989,0.3219487808802128
990,1.7484953885786487
991,1.8414378718806907
992,0.2069722332452582
993,0.5035885058965083
994,0.005691789257043627
995,0.1635669588946612
996,0.7345704309546033
997,0.5875290958384466
998,3.32398961941975
999,0.7219096821951797
1000,0.5249831154571469
